name,position,tier,league_price,ai_ceiling,value_gap,system_signal,value_assessment,pay_up_flag,proj_ppr,actual_ppr,actual_games,actual_vpd,was_good_buy,system_correct,injury_shortened,dep_net_impact,dep_flag_count,dep_displaced,dep_contingent,dep_beneficiary,beat_signal_count,injury_risk_modifier,injury_projected_games,was_good_buy_flat_vpd,price_implied_ppr
Josh Magee,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Kain Colter,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Kyle Orton,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
C.J. Duncan,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jack Velling,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,0.0,,False,
KeAndre Lambert-Smith,WR,,0.0,0.0,0.0,,,False,,16.1,7.0,,False,,True,0.0,0,0,0,0,0,0.0,,False,
Bishop Sankey,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Anthony Dixon,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Corey Rucker,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,0.0,,False,
Zach Miller,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Gavin Hardison,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jared Scott,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
D.J. Herman,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
C.J. Donaldson,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,0.0,,False,
Johnny Manziel,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Kendall Hinton,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Geremy Davis,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Dane Evans,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jonas Gray,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Tim Boyle,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Aidan Robbins,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Tyrone Swoopes,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Bilal Powell,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jahad Thomas,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Trevor Davis,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Antony Auclair,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Lucas Scott,RB,5.0,0.0,1.0,0.0,,,False,140.5,,,,False,,False,0.0,0,0,0,0,0,-0.3,,False,
Jeshaun Jones,WR,,0.0,1.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,-0.12,,False,
Donaven McCulley,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,0.0,,False,
Jeff Thomas,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,12.0,1,0,0,1,0,,,False,
Jerome Lane,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Isaiah Williams,WR,5.0,0.0,1.0,0.0,,,False,28.0,46.7,9.0,,False,,True,0.0,0,0,0,0,0,-0.2,,False,
Noah Fant,TE,5.0,0.0,1.0,0.0,,,False,108.0,92.8,13.0,,False,,False,5.0,2,1,1,0,0,-0.12,16.0,False,
D.T. Sheffield,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,0.0,,False,
Keleki Latu,TE,,0.0,0.0,0.0,,,False,,7.5,2.0,,False,,True,0.0,0,0,0,0,0,0.0,,False,
Micky Crum,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Kylin Hill,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Melvin Gordon,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
A.J. Richardson,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
C.J. Fiedorowicz,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Redd Douglas,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Kobe Prentice,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,0.0,,False,
Blake Bortles,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,-0.06,,False,
Luke Altmyer,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,0.0,,False,
Robert Henry,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,-0.1,,False,
Vinny Anthony,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,-0.2,,False,
Kinkead Dent,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Brett Weaver,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Izaiah Gathings,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
J.Michael Sturdivant,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,0.0,,False,
Diego Pavia,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,0.0,,False,
R.J. Maryland,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,0.0,,False,
Darren Carrington,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Kano Dillon,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jared Rice,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Chris Brazzell,WR,5.0,0.0,1.0,0.0,,,False,82.0,,,,False,,False,0.0,0,0,0,0,0,0.0,,False,
Tyren Montgomery,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,-0.1,,False,
Austin Davis,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jarryd Hayne,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Duke Johnson,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Kevin Monangai,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Daurice Fountain,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Justin Davis,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Alex Barnes,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Bucky Hodges,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Steven Scheu,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Ashton Dulin,WR,,0.0,1.0,0.0,,,False,,20.0,7.0,,False,,True,0.0,0,0,0,0,0,-0.12,14.0,False,
Michael Colubiale,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Brock Lampe,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,-1.8399999999999999,2,1,1,0,0,0.0,,False,
Alex McGough,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jeff Cotton,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jibri Blount,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Matt Lauter,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
J.J. Arcega-Whiteside,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
John Kelly,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Tahj Washington,WR,,0.0,0.0,0.0,,,False,,4.7,2.0,,False,,True,0.0,0,0,0,0,0,-0.1,,False,
Tom Savage,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Kendrick Rogers,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Milton Williams,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Deshaun Fenwick,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Ryan O'Malley,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Benny Cunningham,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jalen Virgil,WR,5.0,0.0,1.0,0.0,,,False,14.0,,,,False,,False,-2.469999999999999,2,1,1,0,0,0.0,8.0,False,
Mike Gesicki,TE,4.0,0.0,6.0,0.0,,,False,148.0,70.7,12.0,,False,,False,-15.0,1,1,0,0,0,0.0,17.0,False,
Miles Davis,RB,5.0,0.0,1.0,0.0,,,False,110.5,,,,False,,False,0.0,0,0,0,0,0,-0.4,,False,
Will Sheppard,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,-1.8399999999999999,2,1,1,0,0,0.0,,False,
Anthony Brown,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
George Campbell,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Justin Johnson,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Bryce Love,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jarquez Hunter,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,-0.1,,False,
Lujuan Winningham,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Don Jackson,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Patrick Carr,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Gerald Holmes,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Cade Johnson,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Brandon Bostick,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Nick O'Leary,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jalen Tolliver,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Alfred Blue,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jacob Copeland,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Logan Stokes,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Keke Coutee,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Daniel Williams,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Bruce Ellington,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Ben Braunecker,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Eno Benjamin,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Brenen Thompson,WR,5.0,0.0,1.0,0.0,,,False,98.0,,,,False,,False,0.0,0,0,0,0,0,-0.35,,False,
Mikah Holder,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Garrett Scantling,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,0.0,,False,
Jarred Haggins,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Greg Jones,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Connor Hamlett,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Gavin Lutman,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jalen Williams,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Aaron Green,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Adrien Robinson,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
DeAngelo Hardy,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Alec Holler,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
John Lovett,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Darrin Hall,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Brandon Dillon,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Deontez Alexander,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Coleman Owen,WR,,0.0,0.0,0.0,,,False,,0.0,1.0,,False,,True,0.0,0,0,0,0,0,-0.1,,False,
Damoun Patterson,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jalen Saunders,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Greg Bell,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Trenton Cannon,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Mike Strachan,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Dom Williams,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Tanner Gentry,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Timothy Flanders,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jake McGee,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Rashaun Simonise,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Dallen Bentley,TE,5.0,0.0,1.0,0.0,,,False,52.5,,,,False,,False,0.0,0,0,0,0,0,-0.1,,False,
Nick Mullens,QB,5.0,0.0,1.0,0.0,,,False,18.0,-0.04,4.0,,False,,True,0.0,0,0,0,0,0,-0.19,4.0,False,
J'Mon Moore,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Kenneth Farrow,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jarrett Boykin,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Reggie White,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Phillip Tanner,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Andrew Quarless,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jordan Smallwood,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Khari Lee,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Seyi Ajirotutu,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jon'Vea Johnson,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Trent Battle,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Wilton Speight,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Josh Ferguson,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jaxon Janke,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
DeAndre Thompkins,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,0.0,,False,
Michael Trigg,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,-0.04,,False,
Josh Pearson,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Marquise Williams,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Gerell Robinson,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Myles Price,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,-0.1,,False,
Rashard Higgins,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Trey Watts,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Cameron Meredith,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Khalfani Muhammad,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jake Coker,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Sean Clifford,QB,5.0,0.0,1.0,0.0,,,False,8.0,,,,False,,False,0.0,0,0,0,0,0,-0.06,,False,
Dylan Laube,RB,5.0,0.0,1.0,0.0,,,False,18.0,3.7,4.0,,False,,True,-3.0600000000000005,2,1,1,0,0,0.0,,False,
Dontario Drummond,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Tim Wilson,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Trestan Ebner,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
James Franklin,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Simmie Cobbs,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Khalil Tate,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Austin Traylor,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Josh Boyce,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Dan Orlovsky,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Tarvaris Jackson,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Albert Wilson,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Kaleb Barker,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Shae Wyatt,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Sean Ryan,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Dylan Parham,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Tyler Adams,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Andre Debose,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Tommy Stevens,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,-0.1,,False,
Tre Nixon,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jim Dray,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Darion Clark,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Marcus Easley,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Ahmarean Brown,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Rod Streater,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Rashad Lawrence,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Dede Westbrook,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Derek Carrier,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Ryan Lindley,QB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jake Hausmann,TE,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Jordan Love,QB,5.0,2.0,18.0,16.0,neutral,fair_value,False,238.0,231.14,15.0,115.57,False,,False,0.0,0,0,0,0,0,-0.06,13.0,True,237.2
Tyler Varga,RB,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Daniel Braverman,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
Da'Ron Brown,WR,,0.0,0.0,0.0,,,False,,,,,False,,False,0.0,0,0,0,0,0,,,False,
